1001	4.871
1002	4.768
1003	4.877
1004	4.838
1005	4.858
1006	4.764
1007	4.761
1008	4.829
1009	4.782
1010	4.718
1011	4.829
1012	4.787
1013	4.786
1014	4.74
1015	4.677
1016	4.818
1017	4.798
1018	4.734
1019	4.771
1020	4.827
1021	4.745
1022	4.823
1023	4.859
1024	4.846
1025	4.745
1026	4.855
1027	4.833
1028	4.798
1029	4.727
1030	4.748
1031	4.777
1032	4.834
1033	4.818
1034	4.891
1035	4.802
1036	4.746
1037	4.714
1038	4.8
1039	4.807
1040	4.823
1041	4.837
1042	4.781
1043	4.825
1044	4.834
1045	4.779
1046	4.8
1047	4.766
1048	4.779
1049	4.71
1050	4.884
1051	4.787
1052	4.795
1053	4.785
1054	4.711
1055	4.772
1056	4.75
1057	4.777
1058	4.723
1059	4.767
1060	4.8
1061	4.67
1062	4.769
1063	4.837
1064	4.774
1065	4.667
1066	4.767
1067	4.824
1068	4.701
1069	4.795
1070	4.8
1071	4.747
1072	4.782
1073	4.882
1074	4.737
1075	4.77
1076	4.688
1077	4.741
1078	4.824
1079	4.705
1080	4.833
1081	4.829
1082	4.81
1083	4.725
1084	4.783
1085	4.77
1086	4.753
1087	4.781
1088	4.795
1089	4.725
1090	4.858
1091	4.818
1092	4.754
1093	4.827
1094	4.78
1095	4.746
1096	4.823
1097	4.764
1098	4.835
1099	4.822
1100	4.676
1101	4.844
1102	4.765
1103	4.833
1104	4.82
1105	4.765
1106	4.84
1107	4.799
1108	4.606
1109	4.772
1110	4.714
1111	4.781
1112	4.866
1113	4.824
1114	4.694
1115	4.833
1116	4.775
1117	4.76
1118	4.802
1119	4.675
1120	4.734
1121	4.793
1122	4.737
1123	4.776
1124	4.743
1125	4.762
1126	4.822
1127	4.677
1128	4.711
1129	4.793
1130	4.721
1131	4.879
1132	4.765
1133	4.674
1134	4.747
1135	4.718
1136	4.811
1137	4.777
1138	4.774
1139	4.842
1140	4.78
1141	4.769
1142	4.795
1143	4.74
1144	4.807
1145	4.883
1146	4.709
1147	4.754
1148	4.81
1149	4.787
1150	4.81
1151	4.806
1152	4.838
1153	4.815
1154	4.84
1155	4.738
1156	4.825
1157	4.757
1158	4.732
1159	4.858
1160	4.795
1161	4.779
1162	4.827
1163	4.788
1164	4.836
1165	4.784
1166	4.771
1167	4.798
1168	4.714
1169	4.838
1170	4.82
1171	4.665
1172	4.721
1173	4.773
1174	4.758
1175	4.738
1176	4.76
1177	4.733
1178	4.802
1179	4.798
1180	4.862
1181	4.772
1182	4.773
1183	4.745
1184	4.854
1185	4.802
1186	4.738
1187	4.809
1188	4.792
1189	4.727
1190	4.843
1191	4.821
1192	4.713
1193	4.92
1194	4.752
1195	4.819
1196	4.768
1197	4.765
1198	4.867
1199	4.776
1200	4.805
1201	4.904
1202	4.804
1203	4.782
1204	4.756
1205	4.745
1206	4.673
1207	4.902
1208	4.736
1209	4.804
1210	4.862
1211	4.753
1212	4.741
1213	4.752
1214	4.835
1215	4.746
1216	4.697
1217	4.901
1218	4.833
1219	4.848
1220	4.817
1221	4.713
1222	4.756
1223	4.858
1224	4.719
1225	4.739
1226	4.791
1227	4.76
1228	4.673
1229	4.777
1230	4.87
1231	4.694
1232	4.815
1233	4.777
1234	4.779
1235	4.79
1236	4.713
1237	4.807
1238	4.784
1239	4.81
1240	4.871
1241	4.814
1242	4.746
1243	4.817
1244	4.843
1245	4.794
1246	4.826
1247	4.766
1248	4.816
1249	4.837
1250	4.8
1251	4.736
1252	4.774
1253	4.824
1254	4.754
1255	4.878
1256	4.775
1257	4.829
1258	4.857
1259	4.776
1260	4.808
1261	4.772
1262	4.783
1263	4.715
1264	4.721
1265	4.752
1266	4.742
1267	4.66
1268	4.818
1269	4.754
1270	4.779
1271	4.695
1272	4.803
1273	4.744
1274	4.836
1275	4.816
1276	4.741
1277	4.794
1278	4.837
1279	4.79
1280	4.695
1281	4.708
1282	4.885
1283	4.755
1284	4.857
1285	4.854
1286	4.779
1287	4.738
1288	4.797
1289	4.816
1290	4.831
1291	4.67
1292	4.801
1293	4.76
1294	4.801
1295	4.698
1296	4.852
1297	4.763
1298	4.88
1299	4.79
1300	4.869
1301	4.71
1302	4.812
1303	4.757
1304	4.788
1305	4.708
1306	4.898
1307	4.637
1308	4.76
1309	4.765
1310	4.768
1311	4.78
1312	4.784
1313	4.815
1314	4.823
1315	4.785
1316	4.8
1317	4.786
1318	4.714
1319	4.699
1320	4.824
1321	4.797
1322	4.788
1323	4.781
1324	4.729
1325	4.805
1326	4.719
1327	4.818
1328	4.718
1329	4.723
1330	4.843
1331	4.689
1332	4.771
1333	4.824
1334	4.75
1335	4.746
1336	4.768
1337	4.825
1338	4.781
1339	4.711
1340	4.836
1341	4.733
1342	4.782
1343	4.802
1344	4.832
1345	4.676
1346	4.819
1347	4.726
1348	4.779
1349	4.766
1350	4.81
1351	4.84
1352	4.727
1353	4.734
1354	4.754
1355	4.801
1356	4.846
1357	4.797
1358	4.76
1359	4.75
1360	4.792
1361	4.737
1362	4.876
1363	4.772
1364	4.744
1365	4.788
1366	4.739
1367	4.845
1368	4.767
1369	4.811
1370	4.8
1371	4.843
1372	4.734
1373	4.712
1374	4.787
1375	4.745
1376	4.923
1377	4.696
1378	4.816
1379	4.827
1380	4.737
1381	4.738
1382	4.653
1383	4.842
1384	4.784
1385	4.751
1386	4.796
1387	4.846
1388	4.874
1389	4.808
1390	4.8
1391	4.809
1392	4.706
1393	4.708
1394	4.785
1395	4.785
1396	4.754
1397	4.781
1398	4.782
1399	4.83
1400	4.793
1401	4.749
1402	4.805
1403	4.812
1404	4.703
1405	4.773
1406	4.76
1407	4.751
1408	4.752
1409	4.822
1410	4.807
1411	4.795
1412	4.79
1413	4.718
1414	4.863
1415	4.73
1416	4.716
1417	4.829
1418	4.744
1419	4.74
1420	4.735
1421	4.811
1422	5.013
1423	4.883
1424	4.845
1425	4.711
1426	4.829
1427	4.83
1428	4.791
1429	4.822
1430	4.828
1431	4.792
1432	4.798
1433	4.735
1434	4.771
1435	4.768
1436	4.799
1437	4.846
1438	4.739
1439	4.747
1440	4.86
1441	4.766
1442	4.726
1443	4.671
1444	4.825
1445	4.703
1446	4.846
1447	4.694
1448	4.734
1449	4.824
1450	4.856
1451	4.791
1452	4.763
1453	4.838
1454	4.663
1455	4.734
1456	4.878
1457	4.675
1458	4.785
1459	4.781
1460	4.822
1461	4.733
1462	4.805
1463	4.81
1464	4.82
1465	4.797
1466	4.729
1467	4.749
1468	4.805
1469	4.781
1470	4.798
1471	4.756
1472	4.846
1473	4.756
1474	4.776
1475	4.786
1476	4.763
1477	4.807
1478	4.824
1479	4.793
1480	4.767
1481	4.732
1482	4.786
1483	4.767
1484	4.759
1485	4.724
1486	4.783
1487	4.795
1488	4.766
1489	4.724
1490	4.785
1491	4.806
1492	4.745
1493	4.887
1494	4.718
1495	4.852
1496	4.849
1497	4.722
1498	4.817
1499	4.776
1500	4.752
1501	4.796
1502	4.823
1503	4.884
1504	4.738
1505	4.718
1506	4.759
1507	4.756
1508	4.788
1509	4.784
1510	4.779
1511	4.783
1512	4.72
1513	4.784
1514	4.757
1515	4.779
1516	4.868
1517	4.839
1518	4.708
1519	4.755
1520	4.771
1521	4.803
1522	4.802
1523	4.801
1524	4.849
1525	4.745
1526	4.7
1527	4.758
1528	4.824
1529	4.879
1530	4.821
1531	4.738
1532	4.729
1533	4.845
1534	4.675
1535	4.822
1536	4.84
1537	4.664
1538	4.7
1539	4.785
1540	4.747
1541	4.776
1542	4.653
1543	4.801
1544	4.784
1545	4.717
1546	4.734
1547	4.813
1548	4.843
1549	4.783
1550	4.765
1551	4.738
1552	4.74
1553	4.817
1554	4.873
1555	4.722
1556	4.768
1557	4.856
1558	4.833
1559	4.802
1560	4.725
1561	4.68
1562	4.71
1563	4.767
1564	4.799
1565	4.744
1566	4.775
1567	4.766
1568	4.748
1569	4.794
1570	4.692
1571	4.822
1572	4.813
1573	4.802
1574	4.808
1575	4.77
1576	4.826
1577	4.808
1578	4.799
1579	4.811
1580	4.731
1581	4.619
1582	4.831
1583	4.698
1584	4.723
1585	4.823
1586	4.815
1587	4.836
1588	4.752
1589	4.718
1590	4.688
1591	4.689
1592	4.736
1593	4.797
1594	4.669
1595	4.638
1596	4.714
1597	4.817
1598	4.831
1599	4.783
1600	4.67
1601	4.848
1602	4.706
1603	4.765
1604	4.761
1605	4.888
1606	4.833
1607	4.871
1608	4.728
1609	4.778
1610	4.73
1611	4.948
1612	4.791
1613	4.834
1614	4.81
1615	4.785
1616	4.732
1617	4.747
1618	4.829
1619	4.788
1620	4.753
1621	4.81
1622	4.855
1623	4.837
1624	4.692
1625	4.707
1626	4.672
1627	4.781
1628	4.864
1629	4.699
1630	4.799
1631	4.822
1632	4.725
1633	4.766
1634	4.828
1635	4.83
1636	4.759
1637	4.851
1638	4.769
1639	4.79
1640	4.866
1641	4.725
1642	4.807
1643	4.855
1644	4.747
1645	4.759
1646	4.772
1647	4.723
1648	4.789
1649	4.76
1650	4.805
1651	4.832
1652	4.686
1653	4.851
1654	4.811
1655	4.684
1656	4.753
1657	4.803
1658	4.842
1659	4.831
1660	4.726
1661	4.753
1662	4.748
1663	4.854
1664	4.857
